target_share,natural_target_share,target_gap,none_reward_mean,frontier_reward_mean,reward_advantage,none_deviation_mean,frontier_deviation_mean,deviation_reduction,deviation_reduction_pct,none_final_share_mean,frontier_final_share_mean,final_share_lift,none_time_to_threshold,frontier_time_to_threshold,time_speedup,paired_t_stat,paired_p_value
0.2,0.16498799622058868,0.03501200377941133,-12.623872767616852,-32.38998206960135,-19.7661093019845,0.07871096709095873,0.15898330150991682,-0.08027233441895809,-1.019836718893252,0.1649879828095436,0.33229674100875856,0.16730875819921495,53.7,3.3,16.272727272727273,-69.87303155109986,1.2729531095670604e-13
0.3,0.16498799622058868,0.1350120037794113,-21.61575765662351,-23.145465927590664,-1.5297082709671521,0.16862981598102494,0.06653814008980989,0.10209167589121505,0.6054188892829184,0.1649879828095436,0.33229674100875856,0.16730875819921495,53.7,3.3,16.272727272727273,-6.558079288265754,0.00010419309841296451
0.4,0.16498799622058868,0.23501200377941134,-31.615757656623394,-23.89306168245249,7.722695974170904,0.2686298159810248,0.07401409763842823,0.19461571834259658,0.7244754929078447,0.1649879828095436,0.33229674100875856,0.16730875819921495,53.7,3.3,16.272727272727273,28.473628501804935,3.9561267046681565e-10
0.5,0.16498799622058868,0.3350120037794113,-41.615757656623465,-31.10503292964869,10.510724726974775,0.36862981598102496,0.14613381011039017,0.22249600587063478,0.6035757180371097,0.1649879828095436,0.33229674100875856,0.16730875819921495,53.7,3.3,16.272727272727273,125.35382029555502,6.6468421430624635e-16
0.6,0.16498799622058868,0.4350120037794113,-51.61575765662356,-40.92051506923609,10.695242587387469,0.4686298159810248,0.2442886315062643,0.22434118447476054,0.4787172664315586,0.1649879828095436,0.33229674100875856,0.16730875819921495,53.7,3.3,16.272727272727273,142.07228777213848,2.1552341152392098e-16
