energy_weight,ppo_reward,ppo_deviation,ppo_fatigue,ppo_energy,ppo_action_magnitude,ppo_intervention_rate,random_reward,random_deviation,random_fatigue,random_energy,random_action_magnitude,random_intervention_rate,none_reward,none_deviation,none_fatigue,none_energy,none_action_magnitude,none_intervention_rate,greedy_degree_reward,greedy_degree_deviation,greedy_degree_fatigue,greedy_degree_energy,greedy_degree_action_magnitude,greedy_degree_intervention_rate,ppo_noop_reward_gap
0.0,-29.096477374855237,0.2313438694412354,0.10400791375690462,1.191217242471501,0.4511953005343675,1.0,-32.30227836437414,0.2608904331223573,0.11032837444463077,1.156963033337146,0.49572933630645266,1.0,-30.201312498595417,0.24698436284633352,0.09658809828644553,0.0,0.0,0.0,-31.90013741585716,0.2569987130039372,0.10986425676086767,0.5885401576943694,0.25,1.0,1.1048351237401803
0.01,-30.261336715896466,0.2334572328127455,0.10001157553568554,1.1741239449985323,0.4067941458225251,1.0,-33.45924139771129,0.2608904331223573,0.11032837444463077,1.156963033337146,0.49572933630645266,1.0,-30.201312498595417,0.24698436284633352,0.09658809828644553,0.0,0.0,0.0,-32.48867757355152,0.2569987130039372,0.10986425676086767,0.5885401576943694,0.25,1.0,-0.060024217301048566
0.02,-31.105922659056894,0.2304746765190735,0.1007988767783845,1.1321647572297604,0.3052395976632833,0.978,-34.61620443104842,0.2608904331223573,0.11032837444463077,1.156963033337146,0.49572933630645266,1.0,-30.201312498595417,0.24698436284633352,0.09658809828644553,0.0,0.0,0.0,-33.077217731245895,0.2569987130039372,0.10986425676086767,0.5885401576943694,0.25,1.0,-0.9046101604614769
0.05,-34.4490226176642,0.22997065732809713,0.10043725876917961,1.1353816318940373,0.312536633335054,0.982,-38.08709353105987,0.2608904331223573,0.11032837444463077,1.156963033337146,0.49572933630645266,1.0,-30.201312498595417,0.24698436284633352,0.09658809828644553,0.0,0.0,0.0,-34.842838204329,0.2569987130039372,0.10986425676086767,0.5885401576943694,0.25,1.0,-4.247710119068781
0.1,-40.97088671860912,0.24020315937399866,0.10696912774842895,1.084958989110589,0.22128642798960213,1.0,-43.8719086977456,0.2608904331223573,0.11032837444463077,1.156963033337146,0.49572933630645266,1.0,-30.201312498595417,0.24698436284633352,0.09658809828644553,0.0,0.0,0.0,-37.785538992800845,0.2569987130039372,0.10986425676086767,0.5885401576943694,0.25,1.0,-10.769574220013705
